DATE,SPX,IBM,DTB3
10/25/2021,4566.48,123.54,0.06
10/26/2021,4574.79,123.05,0.06
10/27/2021,4551.68,121.15,0.06
10/28/2021,4596.42,121.8,0.06
10/29/2021,4605.38,121.09,0.05
11/01/2021,4613.67,122.23,0.05
11/02/2021,4630.65,122.13,0.05
11/03/2021,4660.57,123.05,0.05
11/04/2021,4680.06,120.85,0.04
11/05/2021,4697.53,123.61,0.05
11/08/2021,4701.7,124.54,0.06
11/09/2021,4685.25,120.85,0.04
11/10/2021,4646.71,120.22,0.05
11/11/2021,4649.27,120.27,0.05
11/12/2021,4682.85,118.96,0.05
11/15/2021,4682.8,118.87,0.05
11/16/2021,4700.9,118.46,0.05
11/17/2021,4688.67,118.06,0.05
11/18/2021,4704.54,116.66,0.05
11/19/2021,4697.96,116.05,0.05
11/22/2021,4682.94,116.47,0.05
11/23/2021,4690.7,116.79,0.06
11/24/2021,4701.46,116.73,0.06
11/26/2021,4594.62,115.81,0.06
11/29/2021,4655.27,118.5,0.06
11/30/2021,4567,117.1,0.05
12/01/2021,4513.04,116.92,0.06
12/02/2021,4577.1,116.9,0.05
12/03/2021,4538.43,118.84,0.06
12/06/2021,4591.67,119.91,0.06
12/07/2021,4686.75,121.58,0.06
12/08/2021,4701.21,123.02,0.07
12/09/2021,4667.45,123.57,0.06
12/10/2021,4712.02,124.09,0.06
12/13/2021,4668.97,122.58,0.05
12/14/2021,4634.09,123.76,0.05
12/15/2021,4709.85,123.11,0.06
12/16/2021,4668.67,125.93,0.05
12/17/2021,4620.64,127.4,0.05
12/20/2021,4568.02,127.06,0.07
12/21/2021,4649.23,128.97,0.07
12/22/2021,4696.56,129.75,0.08
12/23/2021,4725.79,130.63,0.08
12/27/2021,4791.19,131.62,0.06
12/28/2021,4786.35,132.63,0.06
12/29/2021,4793.06,133.35,0.05
12/30/2021,4778.73,133.91,0.05
12/31/2021,4766.18,133.66,0.06
01/03/2022,4796.56,136.04,0.09
01/04/2022,4793.54,138.02,0.08
01/05/2022,4700.58,138.22,0.09
01/06/2022,4696.05,135.34,0.1
01/07/2022,4677.03,134.83,0.1
01/10/2022,4670.29,135.03,0.13
01/11/2022,4713.07,132.87,0.12
01/12/2022,4726.35,133.59,0.12
1/13/2022,4659.03,134.76,0.12
1/14/2022,4662.85,134.21,0.13
1/18/2022,4577.11,132.94,0.17
1/19/2022,4532.76,131.58,0.17
1/20/2022,4482.73,130.82,0.18
1/21/2022,4397.94,129.35,0.17
1/24/2022,4410.13,128.82,0.2
1/25/2022,4356.45,136.1,0.2
1/26/2022,4349.93,134.26,0.19
1/27/2022,4326.51,132.52,0.2
1/28/2022,4431.85,134.5,0.19
1/31/2022,4515.55,133.57,0.24
02/01/2022,4546.54,135.53,0.2
02/02/2022,4589.38,137.25,0.2
02/03/2022,4477.44,137.78,0.21
02/04/2022,4500.53,137.15,0.23
02/07/2022,4483.87,137.24,0.28
02/08/2022,4521.54,137.02,0.27
02/09/2022,4587.18,137.79,0.27
02/10/2022,4504.08,133.52,0.41
02/11/2022,4418.64,132.69,0.37
2/14/2022,4401.67,130.15,0.45
2/15/2022,4471.07,129.94,0.41
2/16/2022,4475.01,129.18,0.39
2/17/2022,4380.26,124.97,0.37
2/18/2022,4348.87,124.35,0.35
2/22/2022,4304.76,123.92,0.39
2/23/2022,4225.5,122.07,0.36
2/24/2022,4288.7,121.97,0.33
2/25/2022,4384.65,124.18,0.33
2/28/2022,4373.94,122.51,0.37
03/01/2022,4306.26,121.35,0.32
03/02/2022,4386.54,123.86,0.33
03/03/2022,4363.49,125.93,0.37
03/04/2022,4328.87,126.62,0.33
03/07/2022,4201.09,126.07,0.38
03/08/2022,4170.7,125.68,0.36
03/09/2022,4277.88,126.22,0.38
03/10/2022,4259.52,124.35,0.38
03/11/2022,4204.31,123.96,0.39
3/14/2022,4173.11,123.94,0.45
3/15/2022,4262.45,125.64,0.46
3/16/2022,4357.86,127.04,0.43
3/17/2022,4411.67,127.96,0.4
3/18/2022,4463.12,128.76,0.41
3/21/2022,4461.18,128.1,0.55
3/22/2022,4511.61,129.06,0.51
3/23/2022,4456.24,128.3,0.5
3/24/2022,4520.16,129.25,0.5
3/25/2022,4543.06,131.35,0.53
3/28/2022,4575.52,131.47,0.6
3/29/2022,4631.6,131.94,0.56
3/30/2022,4602.45,132.13,0.55
3/31/2022,4530.41,130.02,0.51
04/01/2022,4545.86,130.15,0.52
04/04/2022,4582.64,130.27,0.67
04/05/2022,4525.12,128.89,0.65
04/06/2022,4481.15,129.39,0.67
04/07/2022,4500.21,128.55,0.68
04/08/2022,4488.28,127.73,0.69
04/11/2022,4412.53,126.37,0.78
04/12/2022,4397.45,125.98,0.74
4/13/2022,4446.59,126.14,0.75
4/14/2022,4392.59,126.56,0.78
4/18/2022,4391.69,126.17,0.82
4/19/2022,4462.21,129.15,0.82
4/20/2022,4459.45,138.32,0.82
4/21/2022,4393.66,139.85,0.82
4/22/2022,4271.78,138.25,0.82
4/25/2022,4296.12,139.1,0.93
4/26/2022,4175.2,136.19,0.84
4/27/2022,4183.96,135.06,0.82
4/28/2022,4287.5,135.74,0.81
4/29/2022,4131.93,132.21,0.83
05/02/2022,4155.38,133.04,0.9
05/03/2022,4175.48,132.52,0.9
05/04/2022,4300.17,137.4,0.88
05/05/2022,4146.87,135.92,0.84
05/06/2022,4123.34,137.67,0.84
05/09/2022,3991.24,134.44,0.92
05/10/2022,4001.05,129.13,0.89
05/11/2022,3935.18,130.75,0.9
05/12/2022,3930.08,132.9,0.95
5/13/2022,4023.89,133.6,1.01
5/16/2022,4008.01,135.03,1.07
5/17/2022,4088.85,138.37,1.06
5/18/2022,3923.68,132.94,1.02
5/19/2022,3900.79,129.66,1.04
5/20/2022,3901.36,128.48,1.01
5/23/2022,3973.75,131.17,1.07
5/24/2022,3941.48,133.8,1.05
5/25/2022,3978.73,134.39,1.05
5/26/2022,4057.84,136.89,1.06
5/27/2022,4158.24,139.27,1.06
5/31/2022,4132.15,138.84,1.13
06/01/2022,4101.23,139.43,1.12
06/02/2022,4176.82,140.15,1.13
06/03/2022,4108.54,141.18,1.17
06/06/2022,4121.43,142.88,1.23
06/07/2022,4160.68,142.78,1.24
06/08/2022,4115.77,140.83,1.25
06/09/2022,4017.82,137.96,1.26
06/10/2022,3900.86,136.19,1.34
6/13/2022,3749.63,135.11,1.69
6/14/2022,3735.48,135.72,1.78
6/15/2022,3789.99,137.06,1.69
6/16/2022,3666.77,135.67,1.54
6/17/2022,3674.84,135.02,1.58
6/21/2022,3764.79,137.85,1.66
6/22/2022,3759.89,137.08,1.57
6/23/2022,3795.73,138.44,1.59
6/24/2022,3911.74,142.06,1.66
6/27/2022,3900.11,142.8,1.75
6/28/2022,3821.55,141.86,1.75
6/29/2022,3818.83,140.71,1.73
6/30/2022,3785.38,141.19,1.66
07/01/2022,3825.33,141.12,1.66
07/05/2022,3831.39,137.62,1.86
07/06/2022,3845.08,138.08,1.85
07/07/2022,3902.62,140.83,1.89
07/08/2022,3899.38,140.47,1.91
07/11/2022,3854.43,141,2.13
07/12/2022,3818.8,139.18,2.16
7/13/2022,3801.78,137.18,2.33
7/14/2022,3790.38,139.06,2.33
7/15/2022,3863.16,139.92,2.29
7/18/2022,3830.85,138.13,2.44
7/19/2022,3936.69,130.88,2.46
7/20/2022,3959.9,129.18,2.44
7/21/2022,3998.95,127.15,2.4
7/22/2022,3961.63,128.25,2.41
7/25/2022,3966.84,128.54,2.55
7/26/2022,3921.05,128.08,2.48
7/27/2022,4023.61,129.12,2.37
7/28/2022,4072.43,129.22,2.35
7/29/2022,4130.29,130.79,2.34
08/01/2022,4118.63,132.04,2.48
08/02/2022,4091.19,131.81,2.48
08/03/2022,4155.17,132.34,2.44
08/04/2022,4151.94,131.64,2.41
08/05/2022,4145.19,132.48,2.48
08/08/2022,4140.06,132.61,2.57
08/09/2022,4122.47,129.47,2.58
08/10/2022,4210.24,131.5,2.56
08/11/2022,4207.27,132.54,2.52
08/12/2022,4280.15,134.01,2.53
8/15/2022,4297.14,134.93,2.63
8/16/2022,4305.2,136.56,2.61
8/17/2022,4274.04,137.79,2.59
8/18/2022,4283.74,139.07,2.61
8/19/2022,4228.48,138.37,2.64
8/22/2022,4137.99,135.55,2.74
8/23/2022,4128.73,134.74,2.71
8/24/2022,4140.77,133.23,2.73
8/25/2022,4199.12,133.98,2.78
8/26/2022,4057.66,130.38,2.78
8/29/2022,4030.61,130.31,2.89
8/30/2022,3986.16,129.58,2.88
8/31/2022,3955,128.45,2.87
09/01/2022,3966.85,129.66,2.88
09/02/2022,3924.26,127.79,2.85
09/06/2022,3908.19,126.72,2.96
09/07/2022,3979.87,127.71,2.98
09/08/2022,4006.18,128.47,2.97
09/09/2022,4067.36,129.19,2.98
09/12/2022,4110.41,130.66,3.09
9/13/2022,3932.69,127.25,3.19
9/14/2022,3946.01,127.69,3.14
9/15/2022,3901.35,125.49,3.12
9/16/2022,3873.33,127.27,3.1
9/19/2022,3899.89,127.73,3.29
9/20/2022,3855.93,126.3,3.26
9/21/2022,3789.93,124.93,3.21
9/22/2022,3757.99,125.31,3.19
9/23/2022,3693.23,122.71,3.12
9/26/2022,3655.04,122.01,3.3
9/27/2022,3647.29,121.74,3.26
9/28/2022,3719.04,122.76,3.29
9/29/2022,3640.47,121.63,3.26
9/30/2022,3585.62,118.81,3.22
10/03/2022,3678.43,121.51,3.34
10/04/2022,3790.93,125.5,3.32
10/05/2022,3783.28,125.74,3.33
10/06/2022,3744.52,122.23,3.32
10/07/2022,3639.66,118.82,3.31
10/10/2022,3612.39,117.75,3.42
10/11/2022,3588.84,117.8,3.53
10/12/2022,3577.03,117.57,3.56
10/13/2022,3669.91,121.79,3.64
10/14/2022,3583.07,120.04,3.65
10/17/2022,3677.95,121.52,3.82
10/18/2022,3719.98,122.94,3.89
10/19/2022,3695.16,122.51,3.91
10/20/2022,3665.78,128.3,3.91
10/21/2022,3752.75,129.9,3.9
10/24/2022,3797.34,132.69,4
10/25/2022,3859.11,132.93,3.97
10/26/2022,3830.6,135.01,3.94
10/27/2022,3807.3,134.77,3.95
10/28/2022,3901.06,138.51,3.99
10/31/2022,3871.98,138.29,4.06
11/01/2022,3856.1,138.2,4.06
11/02/2022,3759.69,136.83,4.04
11/03/2022,3719.89,134.47,4.06
11/04/2022,3770.55,136.96,4.02
11/07/2022,3806.8,138.34,4.12
11/08/2022,3828.11,140.04,4.1
11/09/2022,3748.57,137.39,4.11
11/10/2022,3956.37,141.23,4.09
11/11/2022,3992.93,143.17,4.125
11/14/2022,3957.25,144.2,4.16
11/15/2022,3991.73,144.34,4.14
11/16/2022,3958.79,144.52,4.14
